GDACS_ID,country,iso3,continent,country_lonlat,iso3_lonlat,continent_lonlat,eventid,alertlevel,alertscore,fromdate,todate,geometry_url,report_url,details_url,geometry,validation_errors
FL-1000099,Guatemala,GTM,North America,Mexico,MEX,North America,1000099,green,1,2017-06-19T00:00:00,2017-06-22T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000099&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000099&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000099,"{'type': 'Point', 'coordinates': [-90.46, 16.19]}",['country_mismatch']
FL-1000093,Serbia,SRB,Europe,Republic of Serbia,SRB,Europe,1000093,Green,1,2017-06-10T00:00:00,2017-06-12T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000093&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000093&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000093,"{'type': 'Point', 'coordinates': [21.294, 45.124]}",['country_mismatch']
FL-1000135,China,CHN,Asia,Taiwan,TWN,Asia,1000135,Green,1,2017-07-29T00:00:00,2017-07-31T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000135&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000135&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000135,"{'type': 'Point', 'coordinates': [121.418, 24.736]}",['country_mismatch']
FL-1000133,Afghanistan,AFG,Asia,Tajikistan,TJK,Asia,1000133,Green,1,2017-07-17T00:00:00,2017-07-18T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000133&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000133&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000133,"{'type': 'Point', 'coordinates': [72.35, 37.494]}",['country_mismatch']
FL-1000144,Anguilla|Antigua and Barbuda|British Virgin Islands|Cuba|Dominican Republic|Puerto Rico|Saint Kitts and Nevis|Saint-Martin (French part)|Turks and Caicos Islands|United States of America|United States Virgin Islands,,,,,,1000144,green,1,2017-08-30T00:00:00,2017-09-13T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000144&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000144&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000144,"{'type': 'Point', 'coordinates': [-75.664, 24.473]}",['country_mismatch']
FL-1000120,India,IND,Asia,,,,1000120,Green,1,2017-08-30T00:00:00,2017-08-31T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000120&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000120&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000120,"{'type': 'Point', 'coordinates': [72.849, 19.085]}",['country_mismatch']
FL-1000129,"Congo, Democratic Republic of the",,,Democratic Republic of the Congo,COD,Africa,1000129,green,1,2017-08-16T00:00:00,2017-08-16T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000129&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1000129&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000129,"{'type': 'Point', 'coordinates': [29.733, 1.659]}",['country_mismatch']
FL-1000127,Sierra Leone,SLE,Africa,,,,1000127,orange,2,2017-08-14T00:00:00,2017-08-15T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000127&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1000127&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000127,"{'type': 'Point', 'coordinates': [-13.224, 8.434]}",['country_mismatch']
FL-1000140,Antigua and Barbuda|Bahamas|Dominica|Dominican Republic|Puerto Rico|Turks and Caicos Islands|United States of America|United States Virgin Islands,,,,,,1000140,green,1,2017-09-16T00:00:00,2017-09-23T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000140&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000140&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000140,"{'type': 'Point', 'coordinates': [-69.261, 19.879]}",['country_mismatch']
FL-1000146,Laos|Philippines|Thailand|Vietnam,,,,,,1000146,Green,1,2017-09-11T00:00:00,2017-09-16T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000146&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000146&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000146,"{'type': 'Point', 'coordinates': [110.24, 17.463]}",['country_mismatch']
FL-1000153,Japan|Philippines,,,,,,1000153,Green,1,2017-10-15T00:00:00,2017-10-24T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000153&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000153&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000153,"{'type': 'Point', 'coordinates': [131.959, 24.745]}",['country_mismatch']
FL-1000145,Ireland|United Kingdom,,,,,,1000145,Green,1,2017-10-09T00:00:00,2017-10-17T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000145&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000145&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000145,"{'type': 'Point', 'coordinates': [-13.2, 48.738]}",['country_mismatch']
FL-1000148,Costa Rica|El Salvador|Guatemala|Honduras|Mexico|Nicaragua|Panama|United States of America,,,,,,1000148,green,1,2017-10-04T00:00:00,2017-10-10T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000148&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000148&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000148,"{'type': 'Point', 'coordinates': [-88.345, 23.737]}",['country_mismatch']
FL-1000152,Thailand,THA,Asia,,,,1000152,Green,1,2017-11-23T00:00:00,2017-12-03T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000152&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000152&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000152,"{'type': 'Point', 'coordinates': [99.583, 11.042]}",['country_mismatch']
FL-1000154,Brunei|Indonesia|Malaysia|Philippines,,,,,,1000154,Green,1,2017-12-13T00:00:00,2017-12-21T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000154&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000154&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000154,"{'type': 'Point', 'coordinates': [114.396, 8.427]}",['country_mismatch']
FL-1000163,Argentina|Paraguay,,,Argentina,ARG,South America,1000163,Green,1,2018-01-23T00:00:00,2018-02-07T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000163&episodeid=4,https://www.gdacs.org/report.aspx?eventid=1000163&episodeid=4&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000163,"{'type': 'Point', 'coordinates': [-62.62, -24.301]}",['country_mismatch']
FL-1000156,Mauritius|Réunion,,,,,,1000156,Green,1,2018-01-12T00:00:00,2018-01-22T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000156&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000156&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000156,"{'type': 'Point', 'coordinates': [58.614, -20.334]}",['country_mismatch']
FL-1000160,"Congo, Democratic Republic of the",,,Democratic Republic of the Congo,COD,Africa,1000160,green,1,2018-01-03T00:00:00,2018-01-08T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000160&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000160&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000160,"{'type': 'Point', 'coordinates': [15.568, -4.547]}",['country_mismatch']
FL-1000167,Tonga,TON,Oceania,,,,1000167,green,1,2018-02-11T00:00:00,2018-02-16T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000167&episodeid=3,https://www.gdacs.org/report.aspx?eventid=1000167&episodeid=3&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000167,"{'type': 'Point', 'coordinates': [-175.088, -21.206]}",['country_mismatch']
FL-1000181,Russian Fed.,,,Russia,RUS,Europe,1000181,Green,1,2018-03-26T00:00:00,2018-03-28T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000181&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000181&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000181,"{'type': 'Point', 'coordinates': [82.365, 52.648]}",['country_mismatch']
FL-1000171,United States of America,,North America,,,,1000171,Green,1,2018-03-02T00:00:00,2018-03-05T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000171&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000171&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000171,"{'type': 'Point', 'coordinates': [0.0, 0.0]}",['country_mismatch']
FL-1000191,Israel,ISR,Asia,,,,1000191,Green,1,2018-04-25T00:00:00,2018-05-26T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000191&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000191&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000191,"{'type': 'Point', 'coordinates': [0.0, 0.0]}",['country_mismatch']
FL-1000187,Martinique,MTQ,North America,,,,1000187,Green,1,2018-04-15T00:00:00,2018-04-17T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000187&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000187&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000187,"{'type': 'Point', 'coordinates': [-61.026, 14.652]}",['country_mismatch']
FL-1000186,Tanzania,TZA,Africa,United Republic of Tanzania,TZA,Africa,1000186,green,1,2018-04-14T00:00:00,2018-04-17T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000186&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000186&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000186,"{'type': 'Point', 'coordinates': [39.176, -6.815]}",['country_mismatch']
FL-1000184,Fiji|Tonga|Vanuatu,,,,,,1000184,green,1,2018-04-08T00:00:00,2018-04-11T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000184&episodeid=3,https://www.gdacs.org/report.aspx?eventid=1000184&episodeid=3&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000184,"{'type': 'Point', 'coordinates': [178.464, -17.244]}",['country_mismatch']
FL-1000203,Cuba|United States of America,,,Cuba,CU1,North America,1000203,green,1,2018-05-27T00:00:00,2018-05-29T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000203&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000203&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000203,"{'type': 'Point', 'coordinates': [-80.02, 22.131]}",['country_mismatch']
FL-1000199,Oman|Yemen,,,,,,1000199,green,1,2018-05-21T00:00:00,2018-05-24T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000199&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000199&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000199,"{'type': 'Point', 'coordinates': [53.315, 12.224]}",['country_mismatch']
FL-1000189,Türkiye,TUR,Asia,Turkey,TUR,Asia,1000189,Green,1,2018-05-06T00:00:00,2018-05-07T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000189&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000189&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000189,"{'type': 'Point', 'coordinates': [32.881, 39.923]}",['country_mismatch']
FL-1000207,Cote d Ivoire,,,Ivory Coast,CIV,Africa,1000207,green,1,2018-06-18T00:00:00,2018-06-20T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000207&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000207&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000207,"{'type': 'Point', 'coordinates': [-3.98, 5.326]}",['country_mismatch']
FL-1000206,Bangladesh,BGD,Asia,,,,1000206,Green,1,2018-06-09T00:00:00,2018-06-13T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000206&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000206&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000206,"{'type': 'Point', 'coordinates': [92.024, 21.44]}",['country_mismatch']
FL-1000211,Myanmar,MMR,Asia,,,,1000211,Green,1,2018-07-30T00:00:00,2018-08-01T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000211&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000211&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000211,"{'type': 'Point', 'coordinates': [97.518, 13.835]}",['country_mismatch']
FL-1000219,Indonesia,IDN,Asia,,,,1000219,green,1,2019-01-21T00:00:00,2019-02-02T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000219&episodeid=3,https://www.gdacs.org/report.aspx?eventid=1000219&episodeid=3&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000219,"{'type': 'Point', 'coordinates': [121.448, -4.838]}",['country_mismatch']
FL-1000225,"Iran, Islamic Republic of",,Asia,Iran,IRN,Asia,1000225,Orange,2,2019-03-04T00:00:00,2019-04-08T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000225&episodeid=3,https://www.gdacs.org/report.aspx?eventid=1000225&episodeid=3&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000225,"{'type': 'Point', 'coordinates': [59.648, 28.289]}",['country_mismatch']
FL-1100140,Maldives,MDV,Asia,,,,1100140,Green,1,2019-05-30T00:00:00,2019-06-11T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100140&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100140&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100140,"{'type': 'Point', 'coordinates': [72.6264898904041, 6.449901]}",['country_mismatch']
FL-1000234,United States,USA,North America,United States of America,US1,North America,1000234,Green,1,2019-05-11T00:00:00,2019-06-10T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000234&episodeid=4,https://www.gdacs.org/report.aspx?eventid=1000234&episodeid=4&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000234,"{'type': 'Point', 'coordinates': [-81.251412, 35.683874]}",['country_mismatch']
FL-1000232,Croatia|Bosnia and Herzegovina,,,Bosnia and Herzegovina,BIH,Europe,1000232,green,1,2019-05-12T00:00:00,2019-05-19T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1000232&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1000232&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1000232,"{'type': 'Point', 'coordinates': [16.54, 44.921]}",['country_mismatch']
FL-1100141,Türkiye,TUR,Asia,Turkey,TUR,Asia,1100141,Green,1,2019-06-09T00:00:00,2019-06-19T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100141&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1100141&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100141,"{'type': 'Point', 'coordinates': [40.0552007, 40.9394886]}",['country_mismatch']
FL-1100148,Portugal,PRT,Europe,,,,1100148,Green,1,2019-06-16T00:00:00,2019-06-17T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100148&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100148&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100148,"{'type': 'Point', 'coordinates': [-27.2280295440764, 38.66365505]}",['country_mismatch']
FL-1100136,Afghanistan,AFG,Asia,Tajikistan,TJK,Asia,1100136,Green,1,2019-06-05T00:00:00,2019-06-10T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100136&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100136&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100136,"{'type': 'Point', 'coordinates': [70.4115048, 40.3061019]}",['country_mismatch']
FL-1100147,Haiti,HTI,North America,,,,1100147,Green,1,2019-06-03T00:00:00,2019-06-06T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100147&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100147&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100147,"{'type': 'Point', 'coordinates': [-72.4175466, 18.7341303]}",['country_mismatch']
FL-1100107,Türkiye,TUR,Asia,Turkey,TUR,Asia,1100107,Green,1,2019-07-17T14:00:00,2019-07-19T14:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100107&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100107&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100107,"{'type': 'Point', 'coordinates': [31.2009618, 40.8774545]}",['country_mismatch']
FL-1100106,United States,USA,North America,United States of America,US1,North America,1100106,Green,1,2019-07-08T00:00:00,2019-07-10T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100106&episodeid=4,https://www.gdacs.org/report.aspx?eventid=1100106&episodeid=4&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100106,"{'type': 'Point', 'coordinates': [-90.0716011, 29.9510443]}",['country_mismatch']
FL-1100181,Cambodia,KHM,Asia,Thailand,THA,Asia,1100181,Green,1,2019-08-29T00:00:00,2019-09-02T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100181&episodeid=3,https://www.gdacs.org/report.aspx?eventid=1100181&episodeid=3&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100181,"{'type': 'Point', 'coordinates': [104.3241891, 15.1189595]}",['country_mismatch']
FL-1100131,United States,USA,North America,United States of America,US1,North America,1100131,Green,1,2019-08-24T00:00:00,2019-08-26T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100131&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100131&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100131,"{'type': 'Point', 'coordinates': [-94.3065656, 35.3293726]}",['country_mismatch']
